time,price
1705075200000,236605.700083
1704988800000,297780.14788
1704902400000,475134.0453
1704816000000,369030.515166
1704729600000,192678.438628
1704643200000,159744.853658
1704556800000,54558.653843
1704470400000,107455.685946
1704384000000,143803.434422
1704297600000,171680.330609
1704211200000,380199.191016
1704124800000,156064.603948
1704038400000,71895.44234
1703952000000,96599.787813
1703865600000,144531.657544
1703779200000,185856.835226
1703692800000,239343.056196
1703606400000,180077.782148
1703520000000,133833.141206
1703433600000,94348.750207
1703347200000,85727.099573
1703260800000,108726.755069
1703174400000,233020.07562
1703088000000,206097.356846
1703001600000,162204.539507
1702915200000,137587.956061
1702828800000,147154.49578
1702742400000,64808.290249
1702656000000,90426.332163
1702569600000,150100.948015
1702483200000,223325.30166
1702396800000,162785.019288
1702310400000,182612.707192
1702224000000,233508.770864
1702137600000,66258.07714
1702051200000,116818.835228
1701964800000,182016.685643
1701878400000,144423.584115
1701792000000,253927.648648
1701705600000,166488.63654
1701619200000,278398.934546
1701532800000,175814.190126
1701446400000,86103.466713
1701360000000,149699.899542
1701273600000,81596.777275
1701187200000,130141.05773
1701100800000,127573.155526
1701014400000,190164.044597
1700928000000,95451.309923
1700841600000,124417.127016
1700755200000,171106.499802
1700668800000,201048.121139
1700582400000,297437.710612
1700496000000,217155.197141
1700409600000,184147.318227
1700323200000,113191.025241
1700236800000,150541.047856
1700150400000,204033.081255
1700064000000,236959.968419
1699977600000,213304.525391
1699891200000,178170.464586
1699804800000,170673.354996
1699718400000,99354.687599
1699632000000,151000.229807
1699545600000,404585.649954
1699459200000,309394.700027
1699372800000,105942.851742
1699286400000,126913.390343
1699200000000,175280.11504
1699113600000,134257.468995
1699027200000,102945.560798
1698940800000,110165.677146
1698854400000,197542.97478
1698768000000,105483.659553
1698681600000,108706.664576
1698595200000,102411.037178
1698508800000,47914.948378
1698422400000,82088.020613
1698336000000,103310.040479
1698249600000,189179.085353
1698163200000,152755.385714
1698076800000,373977.961932
1697990400000,128319.375325
1697904000000,70817.65195
1697817600000,39925.629098
1697731200000,105316.679897
1697644800000,56381.640473
1697558400000,67503.034311
1697472000000,68380.295466
1697385600000,190356.848967
1697299200000,19854.131907
1697212800000,43339.250314
1697126400000,79540.177097
1697040000000,88759.481666
1696953600000,87022.457728
1696867200000,182021.661329
1696780800000,97006.71007
1696694400000,37678.841936
1696608000000,31541.848562
1696521600000,68503.566341
1696435200000,58931.9788
1696348800000,55032.802192
1696262400000,94940.473995
1696176000000,133794.265336
1696089600000,39074.809348
1696003200000,41397.491984
1695916800000,152729.763469
1695830400000,108901.532488
1695744000000,83661.057285
1695657600000,42034.023034
1695571200000,69189.822502
1695484800000,16301.700761
1695398400000,18610.627803
1695312000000,36218.212519
1695225600000,126725.169329
1695139200000,60814.651597
1695052800000,64058.303539
1694966400000,92142.536232
1694880000000,30245.717774
1694793600000,50872.124566
1694707200000,51767.048189
1694620800000,72404.527812
1694534400000,88241.858029
1694448000000,134966.923668
1694361600000,157345.677522
1694275200000,30218.179545
1694188800000,21995.336372
1694102400000,92358.213459
1694016000000,99066.911414
1693929600000,37144.664302
1693843200000,58746.517644
1693756800000,45591.097153
1693670400000,28655.426574
1693584000000,64631.546344
1693497600000,113205.199629
1693411200000,70756.633749
1693324800000,92578.350082
1693238400000,149158.975067
1693152000000,61349.881349
1693065600000,15002.040852
1692979200000,23846.681436
1692892800000,84133.508498
1692806400000,85114.309092
1692720000000,159398.611539
1692633600000,36279.59747
1692547200000,55221.221067
1692460800000,99157.753099
1692374400000,92829.595077
1692288000000,392902.921863
1692201600000,151006.397514
1692115200000,63192.507637
1692028800000,25862.769127
1691942400000,45056.127814
1691856000000,11743.938236
1691769600000,20664.094788
1691683200000,27254.800957
1691596800000,34306.427288
1691510400000,61114.405037
1691424000000,73305.372575
1691337600000,43944.234363
1691251200000,17246.562907
1691164800000,35568.160932
1691078400000,45086.935395
1690992000000,52289.630041
1690905600000,74501.693038
1690819200000,93753.357022
1690732800000,49110.067743
1690646400000,19197.867275
1690560000000,15729.819685
1690473600000,39622.952083
1690387200000,75350.38592
1690300800000,31136.307068
1690214400000,29230.671846
1690128000000,87203.069612
1690041600000,62566.665062
1689955200000,34973.347367
1689868800000,45766.819586
1689782400000,78514.587441
1689696000000,60160.654362
1689609600000,83554.999392
1689523200000,66666.275766
1689436800000,38816.49328
1689350400000,116990.441779
1689264000000,211664.915193
1689177600000,86287.445245
1689091200000,64949.427824
1689004800000,81086.104873
1688918400000,46711.624201
1688832000000,41499.556412
1688745600000,32412.009606
1688659200000,92230.630689
1688572800000,122126.491122
1688486400000,78546.600567
1688400000000,68436.317657
1688313600000,134579.531867
1688227200000,60988.666121
1688140800000,132682.270227
1688054400000,180587.284208
1687968000000,87822.025791
1687881600000,95487.913593
1687795200000,105611.579307
1687708800000,91918.58376
1687622400000,89618.74688
1687536000000,87059.477792
1687449600000,80575.225615
1687363200000,151055.299858
1687276800000,194709.626012
1687190400000,80678.833012
1687104000000,43314.276113
1687017600000,31121.411313
1686931200000,154465.189551
1686844800000,108382.943545
1686758400000,220917.891659
1686672000000,39334.033115
1686585600000,104113.014946
1686499200000,71850.922739
1686412800000,78730.492936
1686326400000,160885.076208
1686240000000,50360.574581
1686153600000,54992.343995
1686067200000,122418.268113
1685980800000,147340.924104
1685894400000,89335.771019
1685808000000,32493.263439
1685721600000,33205.855
1685635200000,74373.498483
1685548800000,56362.416248
1685462400000,82636.804193
1685376000000,44063.666999
1685289600000,109632.950083
1685203200000,38371.030207
1685116800000,28836.435332
1685030400000,66032.479352
1684944000000,80868.829515
1684857600000,98751.909249
1684771200000,98735.729122
1684684800000,50452.268882
1684598400000,35924.857743
1684512000000,22975.736154
1684425600000,75299.00399
1684339200000,71039.981826
1684252800000,65693.25172
1684166400000,79782.217017
1684080000000,92615.302641
1683993600000,57792.284398
1683907200000,87456.442724
1683820800000,126846.966847
1683734400000,211788.666033
1683648000000,118094.753441
1683561600000,96683.605081
1683475200000,176554.351358
1683388800000,94697.411497
1683302400000,218999.071265
1683216000000,101123.849048
1683129600000,94311.947622
1683043200000,61275.272867
1682956800000,122360.12234
1682870400000,148656.474877
1682784000000,49833.361236
1682697600000,37802.913985
1682611200000,85084.690478
1682524800000,343460.242279
1682438400000,194387.114208
1682352000000,113184.405659
1682265600000,115774.583908
1682179200000,60123.002434
1682092800000,149554.287053
1682006400000,179237.008872
1681920000000,156650.442202
1681833600000,232693.962631
1681747200000,71922.630064
1681660800000,120762.163814
1681574400000,51166.54099
1681488000000,80221.053465
1681401600000,222039.620185
1681315200000,167496.901232
1681228800000,141396.273485
1681142400000,119007.967858
1681056000000,51942.815434
1680969600000,77356.186375
1680883200000,51515.483409
1680796800000,69716.002337
1680710400000,93635.515776
1680624000000,146037.687006
1680537600000,212512.093242
1680451200000,91668.092233
1680364800000,48998.918847
1680278400000,64097.817358
1680192000000,154973.789033
1680105600000,127993.216439
1680019200000,143643.156864
1679932800000,103216.438581
1679846400000,120406.553948
1679760000000,122844.420452
1679673600000,100640.720591
1679587200000,211282.120463
1679500800000,247538.401473
1679414400000,113890.68921
1679328000000,152523.568634
1679241600000,182443.719926
1679155200000,112748.898084
1679068800000,171897.189937
1678982400000,171698.646289
1678896000000,162827.798488
1678809600000,265740.055726
1678723200000,296347.786081
1678636800000,384453.558425
1678550400000,183301.149186
1678464000000,375862.701265
1678377600000,379861.114336
1678291200000,88723.563986
1678204800000,78032.347563
1678118400000,96018.681965
1678032000000,57267.890696
1677945600000,58636.428605
1677859200000,58186.720987
1677772800000,203635.457132
1677686400000,98449.215159
1677600000000,104984.226525
1677513600000,72816.513292
1677427200000,85161.753308
1677340800000,63906.675623
1677254400000,104232.438159
1677168000000,92497.663755
1677081600000,127716.047815
1676995200000,123157.747941
1676908800000,87007.12072
1676822400000,107479.096802
1676736000000,57440.152764
1676649600000,88392.358629
1676563200000,168047.993116
1676476800000,238468.476845
1676390400000,131391.822293
1676304000000,203127.97602
1676217600000,166735.290085
1676131200000,51858.232258
1676044800000,100682.650527
1675958400000,230227.081115
1675872000000,123864.523811
1675785600000,132196.9102
1675699200000,86581.237704
1675612800000,121504.570326
1675526400000,85514.073106
1675440000000,87165.037194
1675353600000,170358.970229
1675267200000,207816.75253
1675180800000,79352.82071
1675094400000,106227.202771
1675008000000,178540.593323
1674921600000,97346.461117
1674835200000,74021.064123
1674748800000,113144.471121
1674662400000,190168.32234
1674576000000,205691.988634
1674489600000,95697.766588
1674403200000,129651.086378
1674316800000,118953.045749
1674230400000,238817.610052
1674144000000,83502.792044
1674057600000,194507.803586
1673971200000,126961.624193
1673884800000,146361.442503
1673798400000,125134.683264
1673712000000,101442.424166
1673625600000,347347.397807
1673539200000,153965.000742
1673452800000,305541.831405
1673366400000,98710.199898
1673280000000,112737.925774
1673193600000,194735.943795
1673107200000,35131.947986
1673020800000,48463.810629
1672934400000,85624.683856
1672848000000,90744.953901
1672761600000,144152.101462
1672675200000,35522.347153
1672588800000,75528.014053
1672502400000,25547.389267
1672416000000,37959.215254
1672329600000,65680.752803
1672243200000,75985.263556
1672156800000,91256.595617
1672070400000,62453.16435
1671984000000,51259.123502
1671897600000,66625.557768
1671811200000,28437.207089
1671724800000,116162.850055
1671638400000,65454.655383
1671552000000,63540.076023
1671465600000,144511.084108
1671379200000,55558.584835
1671292800000,18266.936304
1671206400000,143221.880673
1671120000000,188316.29876
1671033600000,183393.964547
1670947200000,95987.941184
1670860800000,187857.944333
1670774400000,69626.187514
1670688000000,32033.206943
1670601600000,37091.482282
1670515200000,128936.005697
1670428800000,80149.647774
1670342400000,118078.758193
1670256000000,65558.119673
1670169600000,113902.903218
1670083200000,66846.033287
1669996800000,68044.174806
1669910400000,83241.93461
1669824000000,129546.512951
1669737600000,138271.799996
1669651200000,112804.616987
1669564800000,91931.501984
1669478400000,57553.987954
1669392000000,84293.248133
1669305600000,88894.048466
1669219200000,118492.434925
1669132800000,139551.963213
1669046400000,213188.836276
1668960000000,167009.774561
1668873600000,134420.798608
1668787200000,44884.391743
1668700800000,94510.172984
1668614400000,113038.479344
1668528000000,147649.030931
1668441600000,163697.176222
1668355200000,226602.211154
1668268800000,96500.432762
1668182400000,167941.379777
1668096000000,352849.271138
1668009600000,508479.407819
1667923200000,845465.307963
1667836800000,271933.98771
1667750400000,112336.474346
1667664000000,57041.351569
1667577600000,94777.080253
1667491200000,202266.559626
1667404800000,267855.296532
1667318400000,101497.718655
1667232000000,156465.282128
1667145600000,189468.364423
1667059200000,168323.934994
1666972800000,227248.443971
1666886400000,229089.781977
1666800000000,240997.437291
1666713600000,428656.458244
1666627200000,168299.861333
1666540800000,135459.065826
1666454400000,36989.305114
1666368000000,43390.919269
1666281600000,84758.669205
1666195200000,66290.423686
1666108800000,63779.494241
1666022400000,75854.177589
1665936000000,79331.396371
1665849600000,35103.454775
1665763200000,57518.93036
1665676800000,133808.27568
